,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
7634,7634,35.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,41,16.902495928528857
7635,7635,26.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,3.1450674354101187
7636,7636,33.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Urban,22,1.552700113213496
7637,7637,29.0,4.5,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,23,6.037225392395853
7638,7638,21.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,38,13.406029476345417
7639,7639,34.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,1.5545437308249503
7640,7640,28.0,4.9,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,26,12.48512776209959
7641,7641,22.0,4.7,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,25,7.683177078410288
7642,7642,,,,,3,Drinks,electric_scooter,2.0,No,Metropolitian,44,16603.84544059404
7643,7643,36.0,5.0,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,15,9.314115494414798
7644,7644,30.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,7.762510040158512
7645,7645,25.0,4.5,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,13,9.435201537103644
7646,7646,33.0,5.0,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,12.293207925638878
7647,7647,25.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,14,19.61891834748173
7648,7648,30.0,4.4,Cloudy,Medium,2,Snack,scooter,2.0,No,Urban,40,19.884989093920037
7649,7649,26.0,2.9,Sunny,Low,1,Drinks,scooter,2.0,No,Urban,39,13.787860239228516
7650,7650,31.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,10.485698499378142
7651,7651,20.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,19.87838985945976
7652,7652,,,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,34,13.97372748658006
7653,7653,22.0,4.9,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10,3.025098484982076
7654,7654,37.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,4.682031949807137
7655,7655,32.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,7.601368938169582
7656,7656,39.0,4.9,Sunny,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,11.719667572213549
7657,7657,24.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,10,4.537647566323389
7658,7658,27.0,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,9.435201537103644
7659,7659,36.0,4.7,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,1.552360877319872
7660,7660,34.0,5.0,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,25,4.469620875318019
7661,7661,39.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,1.5368334398528536
7662,7662,,,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,3.1051298899949646
7663,7663,39.0,4.2,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,42,11.916705004855928
7664,7664,26.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,20,6.118471180354312
7665,7665,21.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,48,19.976027554949525
7666,7666,28.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20.5057989233606
7667,7667,27.0,4.9,Fog,Low,1,Buffet,scooter,1.0,No,Urban,18,3.025344769166625
7668,7668,38.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,13.631228534552555
7669,7669,20.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,9.074331008012258
7670,7670,33.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,11.916606438665635
7671,7671,35.0,3.6,Stormy,Jam,2,Drinks,motorcycle,,No,,35,17.137879924166842
7672,7672,31.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.5203573107647184
7673,7673,32.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,1.52047093077228
7674,7674,25.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,15,2.979500009128889
7675,7675,21.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,22,8.938097379001755
7676,7676,37.0,4.5,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,,26,7.546817179297724
7677,7677,37.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,9.088013799016627
7678,7678,26.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,4.663493139522732
7679,7679,35.0,4.9,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,7.660520124259219
7680,7680,34.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,33,7.441030777012211
7681,7681,34.0,4.1,Windy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,35,12.23868634509712
7682,7682,25.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,7.573528691740924
7683,7683,21.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,17,13.58430606422257
7684,7684,32.0,4.3,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,35,6.232341754558274
7685,7685,21.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,9.177855596110662
7686,7686,28.0,4.7,Stormy,High,1,Meal,scooter,0.0,No,Urban,21,6.175880260397979
7687,7687,24.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Urban,27,10.586910515318412
7688,7688,33.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,1.5524171485730924
7689,7689,24.0,4.5,Windy,High,1,Meal,scooter,0.0,No,Urban,24,6.081389116626873
7690,7690,26.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,4.469557550329666
7691,7691,38.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Urban,17,1.4897777190672068
7692,7692,26.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,17.076725433717133
7693,7693,39.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,3.1450674354101187
7694,7694,37.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,20.253101372635506
7695,7695,32.0,3.5,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,10.602467987427858
7696,7696,26.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,4.61040579441636
7697,7697,35.0,3.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,34,20.88667896863368
7698,7698,23.0,4.6,Stormy,Low,2,Buffet,scooter,,No,Metropolitian,15,19.661022213462363
7699,7699,22.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,3.02953738832919
7700,7700,32.0,4.5,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,6.1285012141114485
7701,7701,34.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,17,3.02951275192306
7702,7702,33.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,29,17.137491426369635
7703,7703,22.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,12.237167878481252
7704,7704,,,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,1.5125686142593584
7705,7705,31.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,4.61003560186968
7706,7706,22.0,4.9,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,19,3.1450674354101187
7707,7707,23.0,4.5,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,27,16.634890709244328
7708,7708,20.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,20.20658151050987
7709,7709,30.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,16,7.660951720866
7710,7710,29.0,4.4,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,19.68830862051208
7711,7711,36.0,4.1,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,42,12.1616054457833
7712,7712,30.0,4.6,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,3.105492717339753
7713,7713,39.0,4.3,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,16.903293213046933
7714,7714,35.0,5.0,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,7.790944138495186
7715,7715,21.0,4.7,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,23,4.560783588900337
7716,7716,,,,,3,Snack,bicycle,,No,Metropolitian,37,16634.773858158795
7717,7717,23.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3.116222885403881
7718,7718,,,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,29,16.60127679032794
7719,7719,22.0,4.3,Fog,Jam,2,Meal,electric_scooter,,No,Metropolitian,31,10.88124973135474
7720,7720,33.0,4.2,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,13.767318777122638
7721,7721,39.0,4.3,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,34,1.552417127197416
7722,7722,,,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,23,4.681601684802495
7723,7723,29.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,28,2.984522629392194
7724,7724,20.0,4.9,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,39,5.959266895870589
7725,7725,32.0,4.3,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,41,13.409462339267732
7726,7726,36.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,17.07353769059465
7727,7727,38.0,4.2,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,7.5622720556199745
7728,7728,21.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,43,12.29412453019512
7729,7729,29.0,3.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,4.560961190955855
7730,7730,23.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,10.642288953545156
7731,7731,25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,10,9.17556515668898
7732,7732,37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,2.9802493856658896
7733,7733,32.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,10.445547500389807
7734,7734,21.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Urban,16,3.027096858001169
7735,7735,32.0,4.2,Fog,Medium,2,Meal,scooter,0.0,No,Urban,36,20.206315811340712
7736,7736,24.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,9.193021332525271
7737,7737,21.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,17.09875410815598
7738,7738,25.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,19.471077851237546
7739,7739,23.0,4.9,Fog,High,0,Buffet,motorcycle,0.0,No,,20,6.081139316989242
7740,7740,29.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,10,2.979598702088427
7741,7741,20.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,19.087228045300225
7742,7742,28.0,5.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,4.537860441962009
7743,7743,38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,13.77113289489443
7744,7744,23.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,13.76275436235237
7745,7745,33.0,5.0,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,4.717601091654031
7746,7746,23.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,16.722543155287955
7747,7747,26.0,4.5,Sandstorms,High,0,Meal,motorcycle,1.0,No,,19,6.080882967543937
7748,7748,39.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,1.5525609804323828
7749,7749,36.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,28,12.41711599871314
7750,7750,20.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,,Urban,10,7.546267707012646
7751,7751,20.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,4.544208221502186
7752,7752,27.0,4.8,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Urban,14,12.4644226652383
7753,7753,23.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,12.421212735735056
7754,7754,37.0,4.5,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,27,3.105145540707299
7755,7755,33.0,4.3,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,45,13.973207156462342
7756,7756,,,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,21,17.09797286134278
7757,7757,34.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,12.09902345189064
7758,7758,34.0,3.5,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,40,10.90597017999442
7759,7759,34.0,4.3,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,16.902993744226492
7760,7760,22.0,4.4,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,10.707144604368288
7761,7761,38.0,4.6,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,47,13.76389621081436
7762,7762,28.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,35,9.31506917709835
7763,7763,21.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,10,9.056109429987274
7764,7764,21.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,18,10.571315446518616
7765,7765,20.0,4.1,Fog,High,1,Drinks,scooter,1.0,No,Urban,33,5.957766072652879
7766,7766,36.0,4.6,Cloudy,Low,2,Drinks,scooter,,No,Metropolitian,18,3.0250616426139207
7767,7767,25.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,16,13.989584724693524
7768,7768,26.0,5.0,Windy,Medium,2,Buffet,scooter,0.0,No,Urban,24,7.562069972217765
7769,7769,29.0,4.7,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,14,9.17748463649513
7770,7770,25.0,4.5,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,19,3.1450674354101187
7771,7771,27.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,18,20.20634489519143
7772,7772,32.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,11.007734763545226
7773,7773,39.0,4.2,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,10.756955716100649
7774,7774,37.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.348206267036693
7775,7775,27.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,16.72060564151053
7776,7776,37.0,4.9,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,53,20.25295955651475
7777,7777,33.0,4.7,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19,9.326603239448476
7778,7778,22.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,17.077471212855382
7779,7779,26.0,5.0,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,17,17.165361256374336
7780,7780,21.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,10.58659526786804
7781,7781,26.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,20,5.86024522640107
7782,7782,27.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,13,12.4354013419619
7783,7783,37.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,26,4.3952252530538924
7784,7784,32.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,,25,9.34812842317956
7785,7785,32.0,4.4,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,31,19.61758127555037
7786,7786,32.0,5.0,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,7.762092915028554
7787,7787,24.0,4.7,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,17.07353769059465
7788,7788,31.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,51,19.471572943619865
7789,7789,35.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,16.610926485262418
7790,7790,35.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3.1048274863789924
7791,7791,35.0,4.1,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,39,6.147073150981206
7792,7792,22.0,4.9,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,10.757168277121384
7793,7793,32.0,4.9,Sandstorms,High,2,Meal,motorcycle,1.0,No,Metropolitian,30,6.2094761776163
7794,7794,28.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,1.5094383129819424
7795,7795,36.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,10.905989056071514
7796,7796,37.0,4.3,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,32,9.220373066701908
7797,7797,26.0,4.9,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,27,16.646851348369513
7798,7798,21.0,4.8,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,10.906414500153666
7799,7799,23.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,9.34812842317956
7800,7800,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,4.674318760092636
7801,7801,24.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,9.055476933186997
7802,7802,29.0,4.5,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,18,7.448560816528524
7803,7803,23.0,4.6,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,21,7.448298968655523
7804,7804,33.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,17,6.218002348642889
7805,7805,26.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,7.448086298174423
7806,7806,37.0,4.3,Fog,Low,2,Buffet,scooter,0.0,No,Urban,35,19.88336063154891
7807,7807,27.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,10.587588202930888
7808,7808,36.0,4.8,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,32,6.0497653966591125
7809,7809,28.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,16,7.56236421354915
7810,7810,28.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,12.241181140502974
7811,7811,27.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13.971948960232016
7812,7812,30.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,17.075035490434484
7813,7813,30.0,4.3,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,33,10.709003371340929
7814,7814,23.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,18,7.7724290151748034
7815,7815,38.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,10.41696382413328
7816,7816,20.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,14,9.193027874181418
7817,7817,23.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Urban,28,4.560890657632929
7818,7818,29.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,12,9.435201537103644
7819,7819,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,16.903235903501507
7820,7820,38.0,4.9,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,23,3.116128491356795
7821,7821,33.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,11.916582838065272
7822,7822,29.0,5.0,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,36,10.428148593498358
7823,7823,35.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,40,12.463941143973036
7824,7824,27.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,3.0188267879112627
7825,7825,35.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,29,4.674295332963943
7826,7826,33.0,4.4,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,10.683845828698043
7827,7827,25.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,15,1.552417127197416
7828,7828,37.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,7.461394236507809
7829,7829,35.0,5.0,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,8.790240920608749
7830,7830,38.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20.181263916560216
7831,7831,37.0,4.9,Cloudy,Low,1,Drinks,motorcycle,,No,Metropolitian,19,7.56281769012707
7832,7832,32.0,4.5,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,16,1.5725337265584898
7833,7833,32.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,34,7.573523734238649
7834,7834,34.0,4.3,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,9.19295116676508
7835,7835,33.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,10,7.763102784782554
7836,7836,27.0,4.8,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,14,7.862668167467362
7837,7837,38.0,4.5,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,15,4.674174528666633
7838,7838,37.0,4.4,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,37,9.087965500946757
7839,7839,33.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.717601091654031
7840,7840,31.0,4.7,Windy,Low,2,Buffet,motorcycle,1.0,No,,21,16.65991730235705
7841,7841,38.0,4.2,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,19.760743726314555
7842,7842,,,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,37,3.0734222595348126
7843,7843,27.0,4.6,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,20,19.916432533841498
7844,7844,37.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,17.075594401053486
7845,7845,38.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,15,7.762556904414814
7846,7846,34.0,4.4,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,44,16.902993744226492
7847,7847,38.0,4.4,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,41,19.762371983681756
7848,7848,28.0,4.8,Fog,Medium,2,Meal,motorcycle,0.0,No,Urban,11,9.157921135508076
7849,7849,30.0,5.0,Sunny,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,3.0260961986578945
7850,7850,31.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,2.996136905487328
7851,7851,,,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,25,3.1450674354101187
7852,7852,26.0,4.9,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,16,1.5725337265584898
7853,7853,27.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,6.058844117413616
7854,7854,36.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,7.772039544729619
7855,7855,26.0,4.3,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,37,13.969878141863576
7856,7856,22.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,7.325604385012592
7857,7857,27.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,24,10.42766881575248
7858,7858,34.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,11.007734763545226
7859,7859,24.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,29,4.46916652242376
7860,7860,31.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,6.210060323038173
7861,7861,21.0,4.7,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,4.395374598832524
7862,7862,28.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,10.565936169711646
7863,7863,,,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,27,12.10140391087267
7864,7864,34.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,20,3.052756858073149
7865,7865,25.0,3.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,4.5609750232747945
7866,7866,20.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,,Urban,11,6.210946741760357
7867,7867,31.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,No,,26,7.790125828510814
7868,7868,33.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,3.1089751954915785
7869,7869,23.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,7.761199672816212
7870,7870,30.0,5.0,Stormy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,26,20.206315811340712
7871,7871,22.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.5725337265584898
7872,7872,22.0,4.5,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,13.98991687733361
7873,7873,24.0,4.7,Windy,Medium,2,Meal,electric_scooter,0.0,No,Urban,22,7.71945484671063
7874,7874,21.0,5.0,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,22,1.5203694791069489
7875,7875,35.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,9.435201537103644
7876,7876,32.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,13.829931792707404
7877,7877,28.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,10.724145470836651
7878,7878,21.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,25,10.417192051231162
7879,7879,,,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,25,6.118711846640849
7880,7880,29.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,16.38489468674857
