,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
34401,36.0,4.5,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,15,20002.489125912685
34402,25.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,19,20002.489125912685
34403,29.0,4.7,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.489125912685
34404,34.0,4.3,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.489125912685
34405,31.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,,20,20002.489125912685
34406,20.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,20,20002.489125912685
34407,33.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.489125912685
34408,30.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.489125912685
34409,26.0,4.5,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,20002.489125912685
34410,36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.489125912685
34411,31.0,5.0,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.489125912685
34412,30.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.489125805027
34413,23.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,,18,20002.489125805027
34414,25.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.489125805027
34415,23.0,4.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,14,20002.489125805027
34416,30.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.489125805027
34417,21.0,4.5,Fog,Low,1,Meal,scooter,0.0,No,,10,20002.489125805027
34418,36.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.489125805027
34419,27.0,4.4,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,34,20002.489125805027
34420,30.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.489125805027
34421,35.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.489125805027
34422,28.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.488840623846
34423,34.0,3.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.488840623846
34424,31.0,4.0,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,49,20002.488839290436
34425,27.0,4.3,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,49,20002.488839290436
34426,20.0,5.0,Sandstorms,High,1,Drinks,scooter,0.0,No,Urban,12,20002.488839014924
34427,36.0,3.6,Sandstorms,Jam,1,Meal,scooter,1.0,Yes,Metropolitian,40,20002.488839014924
34428,27.0,4.9,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.4888382386
34429,36.0,4.6,Fog,High,2,Meal,electric_scooter,0.0,No,Metropolitian,25,20002.4888382386
34430,22.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.4888382386
34431,36.0,4.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,42,20002.4888382386
34432,28.0,4.8,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,36,20002.48883704369
34433,22.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.48883704369
34434,26.0,4.6,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,24,20002.488837005847
34435,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.488837005847
34436,25.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.48883630342
34437,39.0,4.4,Stormy,Medium,2,Snack,motorcycle,1.0,No,Urban,38,20002.48883630342
34438,28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,15,20002.488834825144
34439,32.0,4.9,Stormy,Low,1,Snack,scooter,,No,Metropolitian,26,20002.488834825144
34440,35.0,3.7,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,31,20002.488834825144
34441,38.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.488834502667
34442,20.0,5.0,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,10,20002.488834502667
34443,29.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,10,20002.488834502667
34444,23.0,4.8,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,18,20002.488830416136
34445,21.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.488830416136
34446,39.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28,20002.488829871036
34447,27.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,21,20002.488829871036
34448,36.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.488829871036
34449,35.0,4.9,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,17,20002.48882884346
34450,,,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,14,20002.48882884346
34451,,,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.48882771915
34452,26.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.48882771915
34453,31.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,16,20002.48882771915
34454,22.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,20,20002.48882771915
34455,28.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.488827358236
34456,39.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,21,20002.48882703123
34457,22.0,5.0,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,11,20002.48882703123
34458,27.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.4887990913
34459,25.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.4887990913
34460,31.0,5.0,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,20002.4887990913
34461,24.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,17,20002.48877784494
34462,37.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.48877784494
34463,24.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,14,20002.48877784494
34464,22.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.48877784494
34465,29.0,4.6,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,28,20002.488496999074
34466,24.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.488496999074
34467,,,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,26,20002.488496999074
34468,32.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,22,20002.488496999074
34469,35.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,20002.488496999074
34470,20.0,2.6,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,32,20002.488496999074
34471,35.0,4.9,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.488496999074
34472,34.0,4.6,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,17,20002.488496066107
34473,34.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.488496066107
34474,36.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,42,20002.488496066107
34475,27.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.488496066107
34476,33.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,,27,20002.488496066107
34477,33.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.488496066107
34478,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,20002.488496066107
34479,23.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.488496066107
34480,20.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,18,20002.488496066107
34481,35.0,3.8,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,32,20002.488496066107
34482,29.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,43,20002.488496066107
34483,22.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.488496066107
34484,38.0,4.5,Stormy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,20002.488496066107
34485,26.0,5.0,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,20002.488496066107
34486,30.0,3.6,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,36,20002.4884957403
34487,24.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,10,20002.4884957403
34488,28.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,12,20002.4884957403
34489,30.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.4884957403
34490,21.0,4.6,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.4884957403
34491,,,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,20002.4884957403
34492,35.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.4884957403
34493,36.0,4.0,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.4884957403
34494,33.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,18,20002.4884957403
34495,34.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.4884957403
34496,27.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,15,20002.4884957403
34497,37.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.4884957403
34498,37.0,3.7,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,20002.488493826022
34499,29.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,22,20002.488493826022
34500,29.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,20,20002.488493826022
34501,37.0,4.3,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,40,20002.488493826022
34502,39.0,4.8,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,19,20002.488493826022
34503,21.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.488493826022
34504,30.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,17,20002.488493826022
34505,20.0,4.5,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.488493826022
34506,36.0,4.6,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.488493826022
34507,32.0,4.7,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.488493826022
34508,33.0,4.9,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.488493499368
34509,20.0,3.9,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44,20002.488493499368
34510,33.0,4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,24,20002.488493499368
34511,37.0,3.5,Sandstorms,Medium,2,Buffet,scooter,2.0,No,Metropolitian,34,20002.488493499368
34512,31.0,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.488493499368
34513,37.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,45,20002.488493499368
34514,36.0,4.9,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,20002.488493499368
34515,24.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.488493499368
34516,29.0,4.5,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.488493499368
34517,34.0,4.6,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.488493499368
34518,36.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.488493499368
34519,26.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,17,20002.488492795263
34520,31.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.488492795263
34521,25.0,4.8,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,20002.488492795263
34522,33.0,4.0,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,34,20002.488492795263
34523,26.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.488492795263
34524,,,,,3,Meal,electric_scooter,1.0,Yes,Metropolitian,46,20002.488492795263
34525,24.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,18,20002.488492795263
34526,38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.488492795263
34527,20.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.488492795263
34528,31.0,4.8,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24,20002.488492795263
34529,39.0,4.8,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.488492795263
34530,32.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.488492795263
34531,36.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,21,20002.488492795263
34532,30.0,3.8,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,44,20002.48849225532
34533,38.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.48849225532
34534,32.0,4.3,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.48849225532
34535,27.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.48849225532
34536,21.0,4.9,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.48849225532
34537,24.0,4.8,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,34,20002.48849225532
34538,22.0,4.9,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.48849225532
34539,38.0,5.0,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.48849225532
34540,32.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Urban,35,20002.48849225532
34541,28.0,2.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,35,20002.48849225532
34542,31.0,3.6,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,37,20002.48849225532
34543,38.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.48849225532
34544,34.0,4.1,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,20002.48849225532
34545,28.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,19,20002.488491660803
34546,21.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,12,20002.488491660803
34547,36.0,4.3,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,38,20002.488491660803
34548,35.0,4.3,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33,20002.488491660803
34549,33.0,4.1,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,20002.488491660803
34550,30.0,4.8,Sandstorms,High,2,Snack,scooter,1.0,No,Urban,29,20002.488491660803
34551,38.0,3.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.488491660803
34552,24.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.488491660803
34553,28.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20,20002.488491660803
34554,38.0,4.9,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25,20002.488491660803
34555,33.0,5.0,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,47,20002.488491660803
34556,26.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,20002.488491660803
34557,28.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Urban,17,20002.488491660803
34558,21.0,4.9,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.48849113422
34559,33.0,4.9,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23,20002.48849113422
34560,33.0,5.0,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,25,20002.48849113422
34561,32.0,4.3,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.48849113422
34562,21.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,13,20002.48849113422
34563,29.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.48849113422
34564,22.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,19,20002.48849113422
34565,38.0,4.8,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.48849113422
34566,33.0,4.9,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.488491035012
34567,31.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,,25,20002.488491035012
34568,21.0,4.5,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.488491035012
34569,35.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,28,20002.488491035012
34570,24.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.488491035012
34571,26.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.488491035012
34572,21.0,4.5,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,17,20002.488491035012
34573,27.0,5.0,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19,20002.488491035012
34574,24.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,3.0,Yes,Metropolitian,44,20002.488491035012
34575,32.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,20002.488489151267
34576,32.0,3.7,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,35,20002.488489151267
34577,26.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.488489151267
34578,31.0,4.7,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,39,20002.488489151267
34579,27.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,,Urban,12,20002.488489151267
34580,22.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.488489151267
34581,25.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.488489151267
34582,37.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.488489151267
34583,25.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,32,20002.488489151267
34584,35.0,4.9,Stormy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,34,20002.488489151267
34585,37.0,5.0,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,33,20002.488489151267
34586,38.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,20002.488489151267
34587,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.488489151267
34588,22.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.488489151267
34589,38.0,4.8,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.488489151267
34590,22.0,4.9,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,12,20002.488489151267
34591,36.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.488489077794
34592,20.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.488489077794
34593,26.0,4.2,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,34,20002.488489077794
34594,27.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.488489077794
34595,38.0,4.8,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.488489077794
34596,24.0,4.7,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,20002.488489077794
34597,26.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.488489077794
34598,37.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.488489077794
34599,38.0,4.5,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.488489077794
34600,31.0,5.0,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.488489077794
34601,32.0,5.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,20002.488489077794
34602,28.0,4.8,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,20002.488489077794
34603,25.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.488489077794
34604,29.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,14,20002.488489077794
34605,22.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.48848880262
34606,30.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.48848880262
34607,30.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.48848880262
34608,28.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,20002.48848880262
34609,27.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.48848880262
34610,28.0,4.8,Sunny,High,1,Meal,scooter,0.0,No,Urban,13,20002.48848880262
34611,30.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.48848880262
34612,20.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,18,20002.48848880262
34613,36.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.48848880262
34614,36.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,44,20002.48848880262
34615,30.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.488488710234
34616,37.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,25,20002.488488710234
34617,,,,,3,Buffet,scooter,,No,Metropolitian,16,20002.488488710234
34618,22.0,4.5,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,20,20002.488488710234
34619,38.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.488488710234
34620,30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.488488710234
34621,25.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,20002.488488710234
34622,28.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,20002.488488710234
34623,,,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.488488710234
34624,33.0,4.1,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,47,20002.488488710234
34625,27.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.48848870935
34626,29.0,4.9,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.48848870935
34627,35.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,45,20002.48848870935
34628,,,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,20002.48848870935
34629,27.0,4.4,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.48848870935
34630,38.0,5.0,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.48848870935
34631,32.0,4.1,Fog,Jam,2,Snack,motorcycle,1.0,No,Semi-Urban,48,20002.48848870935
34632,34.0,4.9,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,20002.48848870935
34633,39.0,4.3,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.48848870935
34634,30.0,4.8,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,20002.48848870935
34635,37.0,4.8,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,34,20002.488488219096
34636,27.0,4.8,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.488488219096
34637,38.0,4.6,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,20002.488488219096
34638,36.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,39,20002.488488219096
34639,32.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.488488219096
34640,33.0,4.7,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.488488219096
34641,22.0,4.6,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.488488219096
34642,,,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.488488219096
34643,38.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.488486126716
34644,38.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.488486126716
34645,28.0,4.6,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.488486126716
34646,33.0,3.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,35,20002.488486126716
34647,37.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.488486126716
34648,33.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.488486126716
34649,31.0,4.4,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,20002.488486126716
34650,,,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.488486126716
34651,21.0,4.9,Stormy,High,1,Buffet,scooter,0.0,No,Metropolitian,28,20002.488486126716
34652,38.0,4.2,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.488486126716
34653,25.0,4.7,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,21,20002.488486126716
34654,31.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,26,20002.488486126716
34655,25.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Urban,20,20002.488486126716
34656,20.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,20002.488483638954
34657,21.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20,20002.488483638954
34658,29.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,14,20002.488483638954
34659,35.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,30,20002.488483638954
34660,31.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.488483638954
